SKU,Name,Product Type,Website,Status,3D Model DWG,3D Model Object,BIM Objects,SketchUp,image-src,imagee-src,sku,,,
LITCHI-M,Litchi Medium Planter,configurable,B2B Dezign,Enabled,Litchi_Medium_Planter_3D.rar,Litchi_Medium_Planter_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1282/product_gallery_main/5d6499aa1c06c030190623.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5d6499aa1c06c030190623.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/5d6499aa1c06c030190623.png
LITCHI-LM,Litchi Medium Long Planter,configurable,B2B Dezign,Enabled,Litchi_Medium_Long_Planter_3D.rar,Litchi_Medium_Long_Planter_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1293/product_gallery_main/5d6499bb72967068849940.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5d6499bb72967068849940.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/5d6499bb72967068849940.png
LITCHI,Litchi Planter,configurable,Dezign,Enabled,Litchi_3D.zip,,,,,https://dezigndistrict.com/pub/media/catalog/product/l/i/litchi-medium-front_2.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,litchi-medium-front_2.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/litchi-medium-front_2.png
DARA-01,Dara Pouf Medium,configurable,B2B Dezign,Enabled,Dara_Round_3D.zip,Outdoor_Dara_Round_Pouf_3DObject.zip,,Outdoor_Dara_Round_Pouf_sketchup.zip,,https://b2b.triconville.com/media/cache/attachment/resize/4305/product_gallery_main/635a47fd8bdd4228593676.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,635a47fd8bdd4228593676.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/635a47fd8bdd4228593676.jpg
ZUB-05,Zubix Corner Seat,configurable,B2B Dezign,Disabled,Zubix_Corner_Seat_3D.zip,Zubix_Corner_Seater_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/z/u/zubix-corner-seat-front_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,zubix-corner-seat-front_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/zubix-corner-seat-front_1.png
ZUB-07R,Zubix Right  Arm Sofa,configurable,B2B Dezign,Disabled,Zubix_Right__Arm_Sofa_3D.zip,Zubix_Right_Double_Modular_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/z/u/zubix-right-seat-front_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,zubix-right-seat-front_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/zubix-right-seat-front_1.png
ZUB-06,Zubix Ottoman,configurable,B2B Dezign,Disabled,Zubix_Ottoman_3D.zip,Zubix_Ottoman_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/z/u/zubix-ottoman-front_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,zubix-ottoman-front_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/zubix-ottoman-front_1.png
ZUB-CT,Zubix Coffee Table,simple,Dezign,Disabled,Zubix_Coffee_Table_3D.zip,Zubix_Coffee_Table_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/z/u/zubix-coffee-table-front.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,zubix-coffee-table-front.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/zubix-coffee-table-front.png
ZUB-07L,Zubix left Arm Sofa,configurable,B2B Dezign,Disabled,Zubix_left_Arm_Sofa_3D.zip,Zubix_Left_Double_Modular_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/z/u/zubix-left-seat-front_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,zubix-left-seat-front_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/zubix-left-seat-front_1.png
ZUB-MOD,Zubix,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/z/u/zubix-mod.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,zubix-mod.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/zubix-mod.png
LCK-240,Piedra Rectangular Dining Table 240,configurable,B2B Dezign,Enabled,Piedra_Rectangular_Dining_Table_240_3D.rar,Piedra_Rectangular_Dining_Table_240_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/631/product_gallery_main/6343cdb9372f0499373959.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6343cdb9372f0499373959.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6343cdb9372f0499373959.jpg
LCK-130,Piedra Round Dining Table 130,configurable,B2B Dezign,Enabled,Piedra_Round_Dining_Table_130_3D.rar,Piedra_Round_Dining_Table_130_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/634/product_gallery_main/63465eb4a94b7172455241.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,63465eb4a94b7172455241.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/63465eb4a94b7172455241.jpg
BRZ-S-01,Breeze Sofa Set with Piedra Coffee & Side Table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/b/r/brezze-set-dp.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,brezze-set-dp.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/brezze-set-dp.jpg
PIL-40,Throw Pillow 40x40,configurable,B2B Dezign,Enabled,Throw_Pillow_3D.zip,Throw_Pillow_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/3902/product_gallery_main/5fc5d906b0336734743366.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5fc5d906b0336734743366.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5fc5d906b0336734743366.jpg
VINO-DC,Vino Dining Chair,configurable,B2B Dezign,Enabled,Vino_Dining_Chair_3D.zip,Vino_Dining_Chair_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1573/product_gallery_main/633e3ae18e30e825255862.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633e3ae18e30e825255862.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633e3ae18e30e825255862.jpg
CARIO-DC,Cario Dining Chair,configurable,B2B Dezign,Enabled,Cario_Dining_Chair_3D.zip,Cario_Dining_Chair_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1368/product_gallery_main/633bfde7619a6105594525.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633bfde7619a6105594525.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633bfde7619a6105594525.jpg
ARA-S-01,Ara Sofa Set with Piedra Coffee Table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/a/r/ara-set-dp.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,ara-set-dp.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/ara-set-dp.jpg
NORU-S,Noru Lantern Small,configurable,B2B Dezign,Enabled,Noru_3D.zip,Noru_Lantern_Small_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1426/product_gallery_main/5e13e5612a7f0569900230.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5e13e5612a7f0569900230.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5e13e5612a7f0569900230.jpg
RCN-S,Recinto Small Lantern,configurable,B2B Dezign,Enabled,Recinto_3D.zip,Recinto_Small_Lantern_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1429/product_gallery_main/5d6cf7d031c14867172809.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5d6cf7d031c14867172809.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5d6cf7d031c14867172809.jpg
VIERA-S,Viera Lantern Small,configurable,B2B Dezign,Enabled,Viera_3D.zip,Viera_Lantern_Small_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/1423/product_gallery_main/5e13e5170acf8197682488.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5e13e5170acf8197682488.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5e13e5170acf8197682488.jpg
DT-01-TK,Geviner Dining Table,configurable,B2B Dezign,Enabled,Geviner_Dining_Table_3D.zip,Geviner_Recta_Dining_Table_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/g/e/geviner-dt-160-front_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,geviner-dt-160-front_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/geviner-dt-160-front_1.png
TRT-DS-01,Siro Dining Table With Tessin Chairs,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/t/e/tessin-dining-set-dp_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,tessin-dining-set-dp_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/tessin-dining-set-dp_1.jpg
GER-DS-01,Gera Dining Table with Vino Chairs,grouped,Dezign,Enabled,,Gera_Dining_Table_with_Vino_Chairs_3DObject.zip,,Gera_Dining_Table_with_Vino_Chairs_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/g/e/gera_table-vino_chair-view2_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,gera_table-vino_chair-view2_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/gera_table-vino_chair-view2_1.jpg
DT-01-TK-DS,Geviner Dining Table with Cario Chairs,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/g/e/geviner-cario-set-dp.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,geviner-cario-set-dp.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/geviner-cario-set-dp.jpg
DT-01-TK-DS-02,Geviner Dining Table with Corda Chairs,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/g/e/geviner-corda-set-dp.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,geviner-corda-set-dp.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/geviner-corda-set-dp.jpg
TRT-DS-02,Siro Dining Table With Alzette Chairs,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/v/i/view1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,view1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/view1.jpg
DARA-03,Dara Pouf Square,configurable,B2B Dezign,Enabled,Dara_Square_3D.zip,Dara_Square_Pouf_3DObject.zip,,Dara_Square_Pouf_sketchup.zip,,https://b2b.triconville.com/media/cache/attachment/resize/4311/product_gallery_main/630f1d03b5242687614449.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,630f1d03b5242687614449.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/630f1d03b5242687614449.jpg
TEST-PRODUCT,Testing Product,simple,Dezign,Disabled,,,,,,null,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,null,
testing-product,Testing Product,simple,Dezign,Disabled,,,,,,,,,,
DOT-S-01,Dotta Sofa Set with Dottu Coffee Table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/d/o/dotta-set.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,dotta-set.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/dotta-set.jpg
BOR-S-01,Bora Sofa Set with Beta Coffee table,grouped,Dezign,Disabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/b/o/bora-set-dp_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,bora-set-dp_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/bora-set-dp_1.jpg
LCS-08,Tessin Stacking Arm Chair,configurable,B2B Dezign,Enabled,Tessin_Stacking_Arm_Chair_3D.zip,Tessin_Stacking_Arm_Chair_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/t/e/tessin-armchair-dimension_2.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,tessin-armchair-dimension_2.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/tessin-armchair-dimension_2.jpg
VINO-01,Vino Lounge Single Seater,configurable,B2B Dezign,Enabled,Vino_Lounge_Single_Seater_3D.rar,Vino_Lounge_Single_Seater_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1513/product_gallery_main/63453bddd5a6d623403364.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,63453bddd5a6d623403364.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/63453bddd5a6d623403364.jpg
VINO-02,Vino Lounge 2.5 Seater,configurable,B2B Dezign,Enabled,Vino_Lounge_2.5_Seater_3D.rar,Vino_Lounge_2.5_Seater_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1518/product_gallery_main/625e7867a6475585484337.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,625e7867a6475585484337.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/625e7867a6475585484337.png
VINO-06,Vino Foot Stool,configurable,B2B Dezign,Enabled,Vino_Foot_Stool_3D.rar,Vino_Foot_Stool_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1523/product_gallery_main/625e78ab09bdc226878530.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,625e78ab09bdc226878530.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/625e78ab09bdc226878530.png
VINO-CT,Vino Coffee Table,configurable,B2B Dezign,Enabled,Vino_Coffee_Table_3D.rar,Vino_Coffee_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/6634/product_gallery_main/6344f08cc7402334875640.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6344f08cc7402334875640.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6344f08cc7402334875640.jpg
VINO-LT,Vino Low Table,configurable,B2B Dezign,Enabled,Vino_Low_Table_3D.rar,Vino_Low_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/8447/product_gallery_main/6344f09960138779773646.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6344f09960138779773646.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6344f09960138779773646.jpg
VINO-S-01,Vino Sofa Set with Coffee & Low Table,grouped,Dezign,Enabled,,,,,,https://dezigndistrict.com/pub/media/catalog/product/v/i/vino-set-base1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,vino-set-base1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/vino-set-base1.jpg
GERA-DT-280-AL,Gera Dining Table 280 Aluminium Legs,configurable,B2B Dezign,Enabled,Gera_Dining_Table_280_Aluminium_Legs_3D.rar,Gera_Dining_Table_280_Aluminium_Legs_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/2956/product_gallery_main/6343c9c3a05c0561749118.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6343c9c3a05c0561749118.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6343c9c3a05c0561749118.jpg
GERA-DT,Gera Dining Table,configurable,Dezign,Enabled,,Gera_Dining_Table_3DObject.zip,,Gera_Dining_Table_sketchup.zip,,https://dezigndistrict.com/pub/media/catalog/product/g/e/gera-dt-240-al_1-new_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,gera-dt-240-al_1-new_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/gera-dt-240-al_1-new_1.png
RT-TK,Jardin Round Dining Table,configurable,Dezign,Enabled,Jardin_Round_Dining_Table_3D.zip,Jardin_Round_Dining_Table_3DObject.zip,,,,https://dezigndistrict.com/pub/media/catalog/product/j/a/jardin-technical-125-front_1_1.png,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,jardin-technical-125-front_1_1.png,https://storage.googleapis.com/pimassest1/image/featured_image_global/jardin-technical-125-front_1_1.png
DEXA-DC,Dexa Dining Arm Chair,configurable,Dezign,Enabled,Dexa_Dining_Arm_Chair_3D.zip,Dexa_Dining_Arm_Chair_3DObject.rar,,,,https://dezigndistrict.com/pub/media/catalog/product/d/e/dexa-arm-chair-dimension_1.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,dexa-arm-chair-dimension_1.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/dexa-arm-chair-dimension_1.jpg
DEXA-SC,Dexa Side Chair,configurable,B2B Dezign,Enabled,Dexa_Side_Chair_3D.rar,Dexa_Side_Chair_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/1591/product_gallery_main/6184f0f44061c499379980.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6184f0f44061c499379980.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6184f0f44061c499379980.jpg
ALT-CT,Altarra Coffee Table,configurable,B2B,Enabled,Altarra_Coffee_Table_3D.zip,Altarra_Coffee_Table_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/97/product_gallery_main/5d5e368b1e34e867325296.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5d5e368b1e34e867325296.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5d5e368b1e34e867325296.jpg
DT-210ZR,Zilart Dining Table 210,configurable,B2B,Enabled,Zilart_Dining_Table_210_3D.zip,Zilart_Dining_Table_210_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/171/product_gallery_main/5ca6fdf81d1fe626194593.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca6fdf81d1fe626194593.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca6fdf81d1fe626194593.jpg
NKS-06,Monaco Dining Armchair Round,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/225/product_gallery_main/5ca710d106134891807958.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca710d106134891807958.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca710d106134891807958.jpg
NKS-07,Monaco Dining Armchair Square,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/229/product_gallery_main/5ca71453b6537715646564.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca71453b6537715646564.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca71453b6537715646564.jpg
NKS-01,Monaco Single Seater,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/233/product_gallery_main/5ca7159294853068653672.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca7159294853068653672.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca7159294853068653672.jpg
NKS-02,Monaco 2 Seater,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/239/product_gallery_main/5ca7160ab115e878224010.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca7160ab115e878224010.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca7160ab115e878224010.jpg
NKS-03,Monaco 3 Seater,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/245/product_gallery_main/633a9b9d4a421183081121.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633a9b9d4a421183081121.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633a9b9d4a421183081121.jpg
NKS-10,Monaco Foot Stool,configurable,B2B,Enabled,,,,,,https://b2b.triconville.com/media/cache/attachment/resize/251/product_gallery_main/5ca716dea9b8a107485532.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca716dea9b8a107485532.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca716dea9b8a107485532.jpg
BB-214DS,Dusun Backless Bench 214,configurable,B2B,Enabled,Dusun_Backless_Bench_214_3D.rar,Dusun_Backless_Bench_214_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/252/product_gallery_main/5ca7187e3067a655363035.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca7187e3067a655363035.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca7187e3067a655363035.jpg
RCR-01,Rodemack Side Chair,configurable,B2B,Enabled,Rodemack_Side_Chair_3D.zip,Rodemack_Side_Chair_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/274/product_gallery_main/5ca71b24e7a38146886970.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca71b24e7a38146886970.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca71b24e7a38146886970.jpg
BB-230VG,Vinegard Backless Bench 230,configurable,B2B,Enabled,Vinegard_Backless_Bench_230_3D.zip,Vinegard_Backless_Bench_230_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/296/product_gallery_main/6345239bf0f89070666729.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6345239bf0f89070666729.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6345239bf0f89070666729.jpg
BB-150DS,Dusun Backless Bench 150,configurable,B2B,Enabled,Dusun_Backless_Bench_150_3D.rar,Dusun_Backless_Bench_150_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/255/product_gallery_main/5ca718d249e65043694950.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca718d249e65043694950.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca718d249e65043694950.jpg
ST-50DS,Dusun Side Table,configurable,B2B,Enabled,Dusun_Side_Table_3D.rar,Dusun_Side_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/258/product_gallery_main/5ca71911741c6713971858.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca71911741c6713971858.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca71911741c6713971858.jpg
DT-100DS,Dusun Recycled Garden Table 100,configurable,B2B,Enabled,Dusun_Recycled_Garden_Table_100_3D.rar,Dusun_Recycled_Garden_Table_100_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/260/product_gallery_main/5ca719695cee7524824464.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca719695cee7524824464.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca719695cee7524824464.jpg
DT-175DS,Dusun Recycled Garden Table 175,configurable,B2B,Enabled,Dusun_Recycled_Garden_Table_175_3D.zip,Dusun_Recycled_Garden_Table_175_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/264/product_gallery_main/5ca719e90cc8d436715429.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca719e90cc8d436715429.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca719e90cc8d436715429.jpg
DT-240DS,Dusun Recycled Garden Table 240,configurable,B2B,Enabled,Dusun_Recycled_Garden_Table_240_3D.zip,Dusun_Recycled_Garden_Table_240_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/269/product_gallery_main/5ca71a6a2e0d8475669208.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca71a6a2e0d8475669208.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca71a6a2e0d8475669208.jpg
RCR-02,Rodemack Arm Chair,configurable,B2B,Enabled,Rodemack_Arm_Chair_3D.zip,Rodemack_Arm_Chair_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/279/product_gallery_main/5ca71b8ff2f71151604022.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca71b8ff2f71151604022.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca71b8ff2f71151604022.jpg
RBR-154,Rodemack Arm Bench 150,configurable,B2B,Enabled,Rodemack_Arm_Bench_150_3D.zip,Rodemack_Arm_Bench_150_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/284/product_gallery_main/5ca71bf596f24890066324.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca71bf596f24890066324.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca71bf596f24890066324.jpg
RBR-212,Rodemack Arm Bench 212,configurable,B2B,Enabled,Rodemack_Arm_Bench_212_3D.zip,Rodemack_Arm_Bench_212_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/288/product_gallery_main/5ca71c7aeec35581109808.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca71c7aeec35581109808.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca71c7aeec35581109808.jpg
RBR-300,Rodemack Arm Bench 300,configurable,B2B,Enabled,Rodemack_Arm_Bench_300_3D.zip,Rodemack_Arm_Bench_300_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/292/product_gallery_main/5ca71cefc63d6876107844.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,5ca71cefc63d6876107844.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/5ca71cefc63d6876107844.jpg
BB-300VG,Vinegard Backless Bench 300,configurable,B2B,Enabled,Vinegard_Backless_Bench_300_3D.rar,Vinegard_Backless_Bench_300_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/300/product_gallery_main/634523bcd1469245400646.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,634523bcd1469245400646.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/634523bcd1469245400646.jpg
DT-230VG,Vinegard Dining Table 230,configurable,B2B,Enabled,Vinegard_Dining_Table_230_3D.zip,Vinegard_Dining_Table_230_3DObject.zip,,,,https://b2b.triconville.com/media/cache/attachment/resize/304/product_gallery_main/6343ce1840fd8591932665.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6343ce1840fd8591932665.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6343ce1840fd8591932665.jpg
DT-300VG,Vinegard Dining Table 300,configurable,B2B,Enabled,Vinegard_Dining_Table_300_3D.rar,Vinegard_Dining_Table_300_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/309/product_gallery_main/6343ce22aa580074887566.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,6343ce22aa580074887566.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/6343ce22aa580074887566.jpg
NKS-04,Vinegard Recycled Coffee Table,configurable,B2B,Enabled,Vinegard_Recycled_Coffee_Table_3D.rar,Vinegard_Recycled_Coffee_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/314/product_gallery_main/633fec8eca3c3242195167.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633fec8eca3c3242195167.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633fec8eca3c3242195167.jpg
NKS-05,Vinegard Recycled Side Table,configurable,B2B,Enabled,Vinegard_Recycled_Side_Table_3D.rar,Vinegard_Recycled_Side_Table_3DObject.rar,,,,https://b2b.triconville.com/media/cache/attachment/resize/318/product_gallery_main/633e8feeee7e9432813262.jpg,,https://storage.googleapis.com/pimassest1/image/featured_image_global/,633e8feeee7e9432813262.jpg,https://storage.googleapis.com/pimassest1/image/featured_image_global/633e8feeee7e9432813262.jpg
